 0.017964073 0.006369427 0.022099448 0.005988024 0.0076045627 
life 0.005988024 0.006369427 0.005524862 0.011976048 0.0038022813 
speed 0.005988024 0.006369427 0.005524862 0.005988024 0.0076045627 
times 0.005988024 0.006369427 0.005524862 0.005988024 0.0114068445 
load 0.005988024 0.006369427 0.005524862 0.005988024 0.0038022813 
sounds 0.005988024 0.006369427 0.011049724 0.005988024 0.0038022813 
related 0.005988024 0.006369427 0.005524862 0.005988024 0.0038022813 
joy 0.005988024 0.006369427 0.005524862 0.005988024 0.0038022813 
skill 0.005988024 0.006369427 0.005524862 0.005988024 0.0114068445 
medal 0.005988024 0.006369427 0.005524862 0.011976048 0.0038022813 
lana 0.005988024 0.006369427 0.011049724 0.005988024 0.0038022813 
thomas 0.005988024 0.006369427 0.005524862 0.005988024 0.0038022813 
win 0.005988024 0.006369427 0.005524862 0.005988024 0.0038022813 
multiplayer 0.005988024 0.006369427 0.005524862 0.005988024 0.0076045627 
beta 0.005988024 0.006369427 0.005524862 0.005988024 0.0076045627 
lane 0.005988024 0.006369427 0.005524862 0.005988024 0.0076045627 
owner 0.005988024 0.006369427 0.005524862 0.005988024 0.0038022813 
pretty 0.005988024 0.006369427 0.005524862 0.005988024 0.0114068445 
hours 0.005988024 0.006369427 0.011049724 0.005988024 0.0038022813 
stories 0.005988024 0.006369427 0.005524862 0.011976048 0.0038022813 
grandson 0.005988024 0.006369427 0.005524862 0.005988024 0.0038022813 
spent 0.005988024 0.006369427 0.011049724 0.005988024 0.0038022813 
teach 0.005988024 0.006369427 0.005524862 0.005988024 0.0038022813 
start 0.005988024 0.006369427 0.005524862 0.005988024 0.0076045627 
played 0.005988024 0.006369427 0.005524862 0.005988024 0.0038022813 
tame 0.005988024 0.006369427 0.005524862 0.005988024 0.0076045627 
money 0.005988024 0.006369427 0.011049724 0.005988024 0.0038022813 
activities 0.005988024 0.006369427 0.005524862 0.005988024 0.0038022813 
battlefield 0.005988024 0.006369427 0.005524862 0.005988024 0.0076045627 
online 0.005988024 0.006369427 0.005524862 0.005988024 0.0076045627 
duty 0.005988024 0.006369427 0.005524862 0.005988024 0.0076045627 
well 0.005988024 0.006369427 0.011049724 0.005988024 0.0038022813 
